name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Teflon*Robert Hood,0.781,0.963,11,-7.982,0,0.1,0.0423,0.921,0.0954,0.0392,135.36,audio_features,0rI6lQohjezYcdQcSw0GHA,spotify:track:0rI6lQohjezYcdQcSw0GHA,https://api.spotify.com/v1/tracks/0rI6lQohjezYcdQcSw0GHA,https://api.spotify.com/v1/audio-analysis/0rI6lQohjezYcdQcSw0GHA,399848,4
Good Life (Remastered)*Inner City,0.65,0.921,4,-3.711,0,0.0563,0.000943,0.619,0.0588,0.77,120.941,audio_features,67zr6xdiSAhsuyvL2Dczc1,spotify:track:67zr6xdiSAhsuyvL2Dczc1,https://api.spotify.com/v1/tracks/67zr6xdiSAhsuyvL2Dczc1,https://api.spotify.com/v1/audio-analysis/67zr6xdiSAhsuyvL2Dczc1,196364,4
I Can't Kick This Feeling When It Hits*Moodymann,0.686,0.634,2,-10.287,0,0.056,0.192,0.858,0.152,0.0783,119.933,audio_features,2PmT3D5xmvVzZCf11L2ifX,spotify:track:2PmT3D5xmvVzZCf11L2ifX,https://api.spotify.com/v1/tracks/2PmT3D5xmvVzZCf11L2ifX,https://api.spotify.com/v1/audio-analysis/2PmT3D5xmvVzZCf11L2ifX,485307,4
Strings of Life*Derrick May,0.714,0.878,2,-6.209,1,0.065,0.153,0.811,0.0871,0.509,128.103,audio_features,7N3FfUFMud1rjI6Vgw71mm,spotify:track:7N3FfUFMud1rjI6Vgw71mm,https://api.spotify.com/v1/tracks/7N3FfUFMud1rjI6Vgw71mm,https://api.spotify.com/v1/audio-analysis/7N3FfUFMud1rjI6Vgw71mm,362947,4
Andreaen Sand Dunes*Drexciya,0.649,0.616,6,-8.965,0,0.0626,0.00218,0.747,0.116,0.495,132.829,audio_features,5vcCF1Q328JhaZj4MS6XqO,spotify:track:5vcCF1Q328JhaZj4MS6XqO,https://api.spotify.com/v1/tracks/5vcCF1Q328JhaZj4MS6XqO,https://api.spotify.com/v1/audio-analysis/5vcCF1Q328JhaZj4MS6XqO,376680,4
Big Fun (Remastered)*Inner City,0.673,0.931,10,-4.326,0,0.0394,0.00037,0.487,0.044,0.929,122.023,audio_features,0iiQCzqzytQsVmlkGjTGB1,spotify:track:0iiQCzqzytQsVmlkGjTGB1,https://api.spotify.com/v1/tracks/0iiQCzqzytQsVmlkGjTGB1,https://api.spotify.com/v1/audio-analysis/0iiQCzqzytQsVmlkGjTGB1,198689,4
Spastik*Plastikman,0.795,0.989,4,-9.836,1,0.0856,0.0015,0.939,0.565,0.0397,126.274,audio_features,553HOkDZQktOEBKvxTBPS1,spotify:track:553HOkDZQktOEBKvxTBPS1,https://api.spotify.com/v1/tracks/553HOkDZQktOEBKvxTBPS1,https://api.spotify.com/v1/audio-analysis/553HOkDZQktOEBKvxTBPS1,555627,4
A Walk in the Park*DJ Minx,0.812,0.913,0,-9.459,1,0.0443,0.000926,0.765,0.0578,0.562,125.03,audio_features,3n8TM8osvrpkm7IddlaO4Q,spotify:track:3n8TM8osvrpkm7IddlaO4Q,https://api.spotify.com/v1/tracks/3n8TM8osvrpkm7IddlaO4Q,https://api.spotify.com/v1/audio-analysis/3n8TM8osvrpkm7IddlaO4Q,325880,4
Dancer*Robert Hood,0.895,0.318,1,-7.992,0,0.0892,0.00298,0.913,0.063,0.0785,122.0,audio_features,47L7EinVbbEBraJE0MMnW9,spotify:track:47L7EinVbbEBraJE0MMnW9,https://api.spotify.com/v1/tracks/47L7EinVbbEBraJE0MMnW9,https://api.spotify.com/v1/audio-analysis/47L7EinVbbEBraJE0MMnW9,422619,4
Pennies From Heaven (Remastered)*Inner City,0.649,0.946,0,-3.291,1,0.0595,0.00696,0.309,0.0551,0.849,123.016,audio_features,4EfIHd5ymQthDOEpZifCZ9,spotify:track:4EfIHd5ymQthDOEpZifCZ9,https://api.spotify.com/v1/tracks/4EfIHd5ymQthDOEpZifCZ9,https://api.spotify.com/v1/audio-analysis/4EfIHd5ymQthDOEpZifCZ9,198160,4
World Of Deep*Kevin Saunderson,0.74,0.975,1,-4.885,1,0.0437,3e-05,0.905,0.327,0.422,127.014,audio_features,06i10JXZGO969A5NR4MXGD,spotify:track:06i10JXZGO969A5NR4MXGD,https://api.spotify.com/v1/tracks/06i10JXZGO969A5NR4MXGD,https://api.spotify.com/v1/audio-analysis/06i10JXZGO969A5NR4MXGD,208819,4
Do It All Night - Honey Dijon Remix [Radio Edit]*DJ Minx,0.737,0.894,1,-7.553,1,0.0611,0.000157,0.573,0.186,0.135,124.954,audio_features,2H39iFssrfIvFm66Bm43AR,spotify:track:2H39iFssrfIvFm66Bm43AR,https://api.spotify.com/v1/tracks/2H39iFssrfIvFm66Bm43AR,https://api.spotify.com/v1/audio-analysis/2H39iFssrfIvFm66Bm43AR,252720,4
No Ufo's - Vocal*Model 500,0.795,0.806,8,-13.986,0,0.0613,8.03e-05,0.678,0.0587,0.931,124.513,audio_features,1Ro7L7RPp5P8heOfW4EQKA,spotify:track:1Ro7L7RPp5P8heOfW4EQKA,https://api.spotify.com/v1/tracks/1Ro7L7RPp5P8heOfW4EQKA,https://api.spotify.com/v1/audio-analysis/1Ro7L7RPp5P8heOfW4EQKA,258933,4
Can You Feel It - Kevin Saunderson Remix*Chez Damier,0.621,0.99,1,-6.595,0,0.0429,0.000157,0.877,0.124,0.669,125.983,audio_features,7q7jB2AIEGwFhoin6sWHwr,spotify:track:7q7jB2AIEGwFhoin6sWHwr,https://api.spotify.com/v1/tracks/7q7jB2AIEGwFhoin6sWHwr,https://api.spotify.com/v1/audio-analysis/7q7jB2AIEGwFhoin6sWHwr,208211,4
Oombah - Kevin Saunderson & Justin Cholewski Remix*Kevin Saunderson,0.586,0.781,10,-7.404,0,0.034,0.000836,0.787,0.0983,0.0752,124.015,audio_features,1KPHiod0TyJGPCAARAKfuS,spotify:track:1KPHiod0TyJGPCAARAKfuS,https://api.spotify.com/v1/tracks/1KPHiod0TyJGPCAARAKfuS,https://api.spotify.com/v1/audio-analysis/1KPHiod0TyJGPCAARAKfuS,190947,4
Right There*Floorplan,0.721,0.795,2,-8.262,0,0.0329,0.000378,0.645,0.0524,0.467,123.99,audio_features,5YKYzjEbhcMxzhFgU2CLbf,spotify:track:5YKYzjEbhcMxzhFgU2CLbf,https://api.spotify.com/v1/tracks/5YKYzjEbhcMxzhFgU2CLbf,https://api.spotify.com/v1/audio-analysis/5YKYzjEbhcMxzhFgU2CLbf,177885,4
Into The Dark*The Saunderson Brothers,0.678,0.88,10,-6.745,0,0.0484,0.0766,0.898,0.141,0.114,125.984,audio_features,1RqAbR7LefLPPGeEKKukCk,spotify:track:1RqAbR7LefLPPGeEKKukCk,https://api.spotify.com/v1/tracks/1RqAbR7LefLPPGeEKKukCk,https://api.spotify.com/v1/audio-analysis/1RqAbR7LefLPPGeEKKukCk,221199,4
When We Used To Play - Original Extended Mix*Blake Baxter,0.806,0.995,7,-6.32,1,0.0504,0.0776,0.885,0.0923,0.79,120.261,audio_features,3N5usV7I51Fj9WMiWQbBYJ,spotify:track:3N5usV7I51Fj9WMiWQbBYJ,https://api.spotify.com/v1/tracks/3N5usV7I51Fj9WMiWQbBYJ,https://api.spotify.com/v1/audio-analysis/3N5usV7I51Fj9WMiWQbBYJ,500808,4
Low Life*Robert Hood,0.734,0.636,9,-10.498,0,0.0754,0.123,0.821,0.109,0.141,126.989,audio_features,1MBHNJsI9KV84lxaV5bhVl,spotify:track:1MBHNJsI9KV84lxaV5bhVl,https://api.spotify.com/v1/tracks/1MBHNJsI9KV84lxaV5bhVl,https://api.spotify.com/v1/audio-analysis/1MBHNJsI9KV84lxaV5bhVl,334959,4
Telekinesis*K-Hand,0.721,0.728,11,-13.275,0,0.0555,0.556,0.908,0.08,0.446,135.066,audio_features,4Wa515K1fkOSwdK64rIKZn,spotify:track:4Wa515K1fkOSwdK64rIKZn,https://api.spotify.com/v1/tracks/4Wa515K1fkOSwdK64rIKZn,https://api.spotify.com/v1/audio-analysis/4Wa515K1fkOSwdK64rIKZn,320867,4
Savage & Beyond*Kevin Saunderson,0.312,0.99,1,-6.141,1,0.0595,0.000188,0.818,0.111,0.259,125.994,audio_features,0lkJ2mQVyImdu1qXDvKF6j,spotify:track:0lkJ2mQVyImdu1qXDvKF6j,https://api.spotify.com/v1/tracks/0lkJ2mQVyImdu1qXDvKF6j,https://api.spotify.com/v1/audio-analysis/0lkJ2mQVyImdu1qXDvKF6j,209529,4
The Sound - Extended Mix*Reese & Santonio,0.804,0.832,6,-10.199,1,0.0597,0.00019,0.941,0.0917,0.108,118.178,audio_features,64RmTfytQUOT73BeNrVlvx,spotify:track:64RmTfytQUOT73BeNrVlvx,https://api.spotify.com/v1/tracks/64RmTfytQUOT73BeNrVlvx,https://api.spotify.com/v1/audio-analysis/64RmTfytQUOT73BeNrVlvx,408404,4
Just Want Another Chance - Original Mix*Reese,0.77,0.697,10,-9.483,1,0.0412,0.0292,0.927,0.0901,0.615,121.017,audio_features,2fLoViPlr6qskNBS19sO7j,spotify:track:2fLoViPlr6qskNBS19sO7j,https://api.spotify.com/v1/tracks/2fLoViPlr6qskNBS19sO7j,https://api.spotify.com/v1/audio-analysis/2fLoViPlr6qskNBS19sO7j,312895,4
SoundwaveZ*Inner City,0.649,0.936,5,-5.847,0,0.0386,0.0323,7.33e-06,0.141,0.236,124.008,audio_features,6aPjtXcpw51zPzpxAqnyLg,spotify:track:6aPjtXcpw51zPzpxAqnyLg,https://api.spotify.com/v1/tracks/6aPjtXcpw51zPzpxAqnyLg,https://api.spotify.com/v1/audio-analysis/6aPjtXcpw51zPzpxAqnyLg,188226,4
Throw*Carl Craig,0.814,0.455,0,-14.941,1,0.112,8.32e-05,0.951,0.108,0.131,127.021,audio_features,5dRpsg0PELeucS5Enghyq9,spotify:track:5dRpsg0PELeucS5Enghyq9,https://api.spotify.com/v1/tracks/5dRpsg0PELeucS5Enghyq9,https://api.spotify.com/v1/audio-analysis/5dRpsg0PELeucS5Enghyq9,223627,4
Do It All Night (C2 Edit) - Mixed*DJ Minx,0.765,0.653,5,-9.378,0,0.0435,0.000218,0.727,0.477,0.372,124.981,audio_features,2FZ2tYMA7fyh8yeRigzU5s,spotify:track:2FZ2tYMA7fyh8yeRigzU5s,https://api.spotify.com/v1/tracks/2FZ2tYMA7fyh8yeRigzU5s,https://api.spotify.com/v1/audio-analysis/2FZ2tYMA7fyh8yeRigzU5s,339337,4
Into The Groove - Extended Mix*Blake Baxter,0.798,0.569,0,-13.215,1,0.0671,0.00793,0.913,0.109,0.448,126.006,audio_features,6zTgrvY5YaGFvs8RrQDK3V,spotify:track:6zTgrvY5YaGFvs8RrQDK3V,https://api.spotify.com/v1/tracks/6zTgrvY5YaGFvs8RrQDK3V,https://api.spotify.com/v1/audio-analysis/6zTgrvY5YaGFvs8RrQDK3V,396191,4
I Can't Believe - Extended Mix*Kevin Saunderson,0.73,0.949,1,-5.951,0,0.0409,0.000749,0.796,0.0932,0.236,124.998,audio_features,6fj1GG580y5T60iCJ85anz,spotify:track:6fj1GG580y5T60iCJ85anz,https://api.spotify.com/v1/tracks/6fj1GG580y5T60iCJ85anz,https://api.spotify.com/v1/audio-analysis/6fj1GG580y5T60iCJ85anz,369016,4
Red Room*Dantiez,0.799,0.72,2,-8.036,1,0.0541,5.3e-05,0.234,0.461,0.141,125.017,audio_features,1guCg3jJIYTDhfa35oWYV7,spotify:track:1guCg3jJIYTDhfa35oWYV7,https://api.spotify.com/v1/tracks/1guCg3jJIYTDhfa35oWYV7,https://api.spotify.com/v1/audio-analysis/1guCg3jJIYTDhfa35oWYV7,400579,4
The Bearer feat. Karina Mia - Brother’s Burden PT1*Octave One,0.683,0.857,2,-5.647,1,0.0311,6.1e-06,0.907,0.0912,0.969,122.998,audio_features,7EqpojUDYIb2twBls8vwZk,spotify:track:7EqpojUDYIb2twBls8vwZk,https://api.spotify.com/v1/tracks/7EqpojUDYIb2twBls8vwZk,https://api.spotify.com/v1/audio-analysis/7EqpojUDYIb2twBls8vwZk,360773,4
On A Journey*K-Hand,0.301,0.683,7,-12.269,1,0.0811,0.0812,0.875,0.163,0.435,216.082,audio_features,1DzZRyXgpD3IlRqsC7fqzD,spotify:track:1DzZRyXgpD3IlRqsC7fqzD,https://api.spotify.com/v1/tracks/1DzZRyXgpD3IlRqsC7fqzD,https://api.spotify.com/v1/audio-analysis/1DzZRyXgpD3IlRqsC7fqzD,271464,3
Museum*Robert Hood,0.784,0.696,2,-15.141,1,0.12,0.0853,0.949,0.111,0.966,135.167,audio_features,3oILrTbXCG4IJF6vSuapAo,spotify:track:3oILrTbXCG4IJF6vSuapAo,https://api.spotify.com/v1/tracks/3oILrTbXCG4IJF6vSuapAo,https://api.spotify.com/v1/audio-analysis/3oILrTbXCG4IJF6vSuapAo,315187,4
The Chase - Smooth Mix*Model 500,0.718,0.583,7,-13.456,1,0.0432,0.00733,0.895,0.0769,0.963,128.465,audio_features,20in5yzly6u3AxrIWUOFiA,spotify:track:20in5yzly6u3AxrIWUOFiA,https://api.spotify.com/v1/tracks/20in5yzly6u3AxrIWUOFiA,https://api.spotify.com/v1/audio-analysis/20in5yzly6u3AxrIWUOFiA,344267,4
Terraforming - Original Mix*Octave One,0.779,0.426,11,-13.45,0,0.0726,0.00436,0.822,0.119,0.334,128.881,audio_features,1EM0Izo1TSLh7VzzPm1tsX,spotify:track:1EM0Izo1TSLh7VzzPm1tsX,https://api.spotify.com/v1/tracks/1EM0Izo1TSLh7VzzPm1tsX,https://api.spotify.com/v1/audio-analysis/1EM0Izo1TSLh7VzzPm1tsX,314350,4
Maroon*Underground Resistance,0.635,0.784,5,-15.093,1,0.0435,0.0433,0.96,0.126,0.0771,123.778,audio_features,3nKfgswis0PWcBaWZLc3df,spotify:track:3nKfgswis0PWcBaWZLc3df,https://api.spotify.com/v1/tracks/3nKfgswis0PWcBaWZLc3df,https://api.spotify.com/v1/audio-analysis/3nKfgswis0PWcBaWZLc3df,130933,4
The Climax*Paperclip People,0.753,0.777,1,-7.984,1,0.0567,0.0515,0.896,0.114,0.333,128.559,audio_features,5z1pQto0VGnOM4DcemRezA,spotify:track:5z1pQto0VGnOM4DcemRezA,https://api.spotify.com/v1/tracks/5z1pQto0VGnOM4DcemRezA,https://api.spotify.com/v1/audio-analysis/5z1pQto0VGnOM4DcemRezA,404250,4
Species of the Pod*Drexciya,0.794,0.609,10,-11.226,0,0.0797,9.12e-05,0.919,0.161,0.333,139.916,audio_features,2J3g4zwpM6wL9JWzcIDuDD,spotify:track:2J3g4zwpM6wL9JWzcIDuDD,https://api.spotify.com/v1/tracks/2J3g4zwpM6wL9JWzcIDuDD,https://api.spotify.com/v1/audio-analysis/2J3g4zwpM6wL9JWzcIDuDD,235333,4
Sleep Cycle*Robert Hood,0.72,0.73,11,-12.61,0,0.0791,0.142,0.921,0.499,0.562,134.579,audio_features,2VLyYc2ytsYVOkP963joVX,spotify:track:2VLyYc2ytsYVOkP963joVX,https://api.spotify.com/v1/tracks/2VLyYc2ytsYVOkP963joVX,https://api.spotify.com/v1/audio-analysis/2VLyYc2ytsYVOkP963joVX,412520,4
Milky Way*Model 500,0.606,0.864,1,-9.724,1,0.0415,0.000178,0.801,0.35,0.567,125.02,audio_features,1YBmPo2tNkfOa9Su2EU0L5,spotify:track:1YBmPo2tNkfOa9Su2EU0L5,https://api.spotify.com/v1/tracks/1YBmPo2tNkfOa9Su2EU0L5,https://api.spotify.com/v1/audio-analysis/1YBmPo2tNkfOa9Su2EU0L5,403000,4
Eniac - Original Mix*Octave One,0.779,0.805,3,-11.012,0,0.0404,4.7e-06,0.908,0.102,0.796,130.598,audio_features,7ADwofH1sfYLkWOdRsqYzc,spotify:track:7ADwofH1sfYLkWOdRsqYzc,https://api.spotify.com/v1/tracks/7ADwofH1sfYLkWOdRsqYzc,https://api.spotify.com/v1/audio-analysis/7ADwofH1sfYLkWOdRsqYzc,342284,4
Rocket Scientist*Dopplereffekt,0.755,0.873,1,-13.122,1,0.0633,0.382,0.873,0.0895,0.875,136.883,audio_features,4bFeFtkSl1L1J2dESZAwlY,spotify:track:4bFeFtkSl1L1J2dESZAwlY,https://api.spotify.com/v1/tracks/4bFeFtkSl1L1J2dESZAwlY,https://api.spotify.com/v1/audio-analysis/4bFeFtkSl1L1J2dESZAwlY,206000,4
Afrogermanic*Underground Resistance,0.698,0.754,7,-7.752,1,0.102,7.16e-05,0.699,0.111,0.555,148.438,audio_features,4BoQ1nqfMucVBflY2LNJeQ,spotify:track:4BoQ1nqfMucVBflY2LNJeQ,https://api.spotify.com/v1/tracks/4BoQ1nqfMucVBflY2LNJeQ,https://api.spotify.com/v1/audio-analysis/4BoQ1nqfMucVBflY2LNJeQ,315667,4
Throw*Paperclip People,0.859,0.371,8,-11.608,1,0.185,0.0225,0.87,0.09,0.132,127.025,audio_features,0ZzsObEfBKJUw55isYqOsp,spotify:track:0ZzsObEfBKJUw55isYqOsp,https://api.spotify.com/v1/tracks/0ZzsObEfBKJUw55isYqOsp,https://api.spotify.com/v1/audio-analysis/0ZzsObEfBKJUw55isYqOsp,867600,4
Universal Element*Drexciya,0.769,0.79,9,-7.552,0,0.128,0.000719,0.921,0.108,0.899,131.747,audio_features,06ovNH1jizQir8RhlTZEYP,spotify:track:06ovNH1jizQir8RhlTZEYP,https://api.spotify.com/v1/tracks/06ovNH1jizQir8RhlTZEYP,https://api.spotify.com/v1/audio-analysis/06ovNH1jizQir8RhlTZEYP,118440,4
Dem Young Sconies*Moodymann,0.881,0.677,6,-10.212,1,0.152,2.45e-05,0.944,0.122,0.277,119.93,audio_features,3fbKUL3TPe8n8SNLaAjbNo,spotify:track:3fbKUL3TPe8n8SNLaAjbNo,https://api.spotify.com/v1/tracks/3fbKUL3TPe8n8SNLaAjbNo,https://api.spotify.com/v1/audio-analysis/3fbKUL3TPe8n8SNLaAjbNo,319280,4
Internal Empire*Robert Hood,0.799,0.572,1,-15.02,1,0.0723,5.04e-05,0.92,0.0742,0.36,144.432,audio_features,3T56ZKh67ocC581FkIo79h,spotify:track:3T56ZKh67ocC581FkIo79h,https://api.spotify.com/v1/tracks/3T56ZKh67ocC581FkIo79h,https://api.spotify.com/v1/audio-analysis/3T56ZKh67ocC581FkIo79h,202760,4
Track*Kenny Larkin,0.552,0.76,1,-12.784,0,0.117,0.263,0.831,0.0508,0.0901,140.129,audio_features,7B4OQjAofm1RncrJBCXFgN,spotify:track:7B4OQjAofm1RncrJBCXFgN,https://api.spotify.com/v1/tracks/7B4OQjAofm1RncrJBCXFgN,https://api.spotify.com/v1/audio-analysis/7B4OQjAofm1RncrJBCXFgN,407827,4
I Wanna Be There - Edit*Model 500,0.602,0.891,2,-9.36,1,0.0463,0.0223,0.881,0.0865,0.679,129.999,audio_features,3MVAY1R1IWkzZzj5570vfU,spotify:track:3MVAY1R1IWkzZzj5570vfU,https://api.spotify.com/v1/tracks/3MVAY1R1IWkzZzj5570vfU,https://api.spotify.com/v1/audio-analysis/3MVAY1R1IWkzZzj5570vfU,404827,4
The Color of Love - Reese Deep Mix*The Reese Project,0.75,0.49,6,-11.824,0,0.194,0.0817,0,0.0561,0.314,123.304,audio_features,1Qg29ZSo2roSr6ghY08jhn,spotify:track:1Qg29ZSo2roSr6ghY08jhn,https://api.spotify.com/v1/tracks/1Qg29ZSo2roSr6ghY08jhn,https://api.spotify.com/v1/audio-analysis/1Qg29ZSo2roSr6ghY08jhn,346413,4
Superior Race*Dopplereffekt,0.54,0.624,6,-12.071,0,0.212,0.0037,0.83,0.0738,0.109,134.358,audio_features,4I7ocWqAIdrn7zpNUBoP3P,spotify:track:4I7ocWqAIdrn7zpNUBoP3P,https://api.spotify.com/v1/tracks/4I7ocWqAIdrn7zpNUBoP3P,https://api.spotify.com/v1/audio-analysis/4I7ocWqAIdrn7zpNUBoP3P,190107,4
Ur on Mir*Underground Resistance,0.764,0.79,10,-10.907,0,0.0713,0.0303,0.764,0.342,0.789,139.696,audio_features,1FFowZA6yB3avKwJkTzcwG,spotify:track:1FFowZA6yB3avKwJkTzcwG,https://api.spotify.com/v1/tracks/1FFowZA6yB3avKwJkTzcwG,https://api.spotify.com/v1/audio-analysis/1FFowZA6yB3avKwJkTzcwG,232693,4
Consumed*Plastikman,0.297,0.404,10,-15.52,0,0.0511,0.214,0.863,0.0538,0.0506,119.469,audio_features,5TRFywcS0o6pw7ULm6gXhV,spotify:track:5TRFywcS0o6pw7ULm6gXhV,https://api.spotify.com/v1/tracks/5TRFywcS0o6pw7ULm6gXhV,https://api.spotify.com/v1/audio-analysis/5TRFywcS0o6pw7ULm6gXhV,700151,4
Running out of Space*Drexciya,0.521,0.599,8,-7.461,1,0.0307,0.0229,0.351,0.104,0.0973,133.48,audio_features,06qKv0Ur7npCPhyf5puka9,spotify:track:06qKv0Ur7npCPhyf5puka9,https://api.spotify.com/v1/tracks/06qKv0Ur7npCPhyf5puka9,https://api.spotify.com/v1/audio-analysis/06qKv0Ur7npCPhyf5puka9,114533,4
Technarchy*Cybersonik,0.798,0.676,7,-9.923,1,0.0527,1.69e-05,0.903,0.0958,0.183,125.794,audio_features,4I8URd3VLWHCSmN7CNPuiE,spotify:track:4I8URd3VLWHCSmN7CNPuiE,https://api.spotify.com/v1/tracks/4I8URd3VLWHCSmN7CNPuiE,https://api.spotify.com/v1/audio-analysis/4I8URd3VLWHCSmN7CNPuiE,347069,4
Parade*Robert Hood,0.713,0.828,4,-11.564,0,0.0524,0.00147,5.78e-05,0.0843,0.888,144.412,audio_features,6jnamgYT3Ac3j3a8dw5ZlX,spotify:track:6jnamgYT3Ac3j3a8dw5ZlX,https://api.spotify.com/v1/tracks/6jnamgYT3Ac3j3a8dw5ZlX,https://api.spotify.com/v1/audio-analysis/6jnamgYT3Ac3j3a8dw5ZlX,306733,5
ESP*Kenny Larkin,0.775,0.838,10,-14.78,0,0.0616,0.00673,0.901,0.0835,0.672,139.982,audio_features,7D3hA8z5bvmqtRcoNtZGyr,spotify:track:7D3hA8z5bvmqtRcoNtZGyr,https://api.spotify.com/v1/tracks/7D3hA8z5bvmqtRcoNtZGyr,https://api.spotify.com/v1/audio-analysis/7D3hA8z5bvmqtRcoNtZGyr,421707,4
Starlight - Echospace Unreleased Mix*Model 500,0.703,0.576,10,-14.954,0,0.0428,0.00025,0.829,0.11,0.617,125.019,audio_features,0EgviF3SRYuARt8IwCMWMo,spotify:track:0EgviF3SRYuARt8IwCMWMo,https://api.spotify.com/v1/tracks/0EgviF3SRYuARt8IwCMWMo,https://api.spotify.com/v1/audio-analysis/0EgviF3SRYuARt8IwCMWMo,429943,4
Dema - Original Mix*Octave One,0.786,0.633,8,-13.413,1,0.0633,0.000172,0.904,0.11,0.421,133.065,audio_features,0DIB9KkBUjr3t80NiNYf4u,spotify:track:0DIB9KkBUjr3t80NiNYf4u,https://api.spotify.com/v1/tracks/0DIB9KkBUjr3t80NiNYf4u,https://api.spotify.com/v1/audio-analysis/0DIB9KkBUjr3t80NiNYf4u,577916,4
H-Factor*Blake Baxter,0.763,0.996,1,-6.123,1,0.0635,0.0176,0.924,0.0797,0.42,140.047,audio_features,207OMD0Q5bZQAGzT5Gx3hU,spotify:track:207OMD0Q5bZQAGzT5Gx3hU,https://api.spotify.com/v1/tracks/207OMD0Q5bZQAGzT5Gx3hU,https://api.spotify.com/v1/audio-analysis/207OMD0Q5bZQAGzT5Gx3hU,341467,4
Plastiphilia*Dopplereffekt,0.791,0.727,1,-14.513,1,0.0521,0.0957,0.354,0.057,0.641,128.212,audio_features,7HQLRpNZysthBYJLX58h3z,spotify:track:7HQLRpNZysthBYJLX58h3z,https://api.spotify.com/v1/tracks/7HQLRpNZysthBYJLX58h3z,https://api.spotify.com/v1/audio-analysis/7HQLRpNZysthBYJLX58h3z,66640,4
