name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Evolution*Psyche/BFC,0.773,0.78,11,-7.168,0,0.0545,4.05e-05,0.866,0.185,0.318,124.346,audio_features,0AYJMdRgC25DETtrGNI2u2,spotify:track:0AYJMdRgC25DETtrGNI2u2,https://api.spotify.com/v1/tracks/0AYJMdRgC25DETtrGNI2u2,https://api.spotify.com/v1/audio-analysis/0AYJMdRgC25DETtrGNI2u2,187999,4
Galaxy*Psyche/BFC,0.795,0.922,10,-7.484,0,0.0647,0.0185,0.895,0.0998,0.0389,129.244,audio_features,4phawbfXzefZsOpLTavUin,spotify:track:4phawbfXzefZsOpLTavUin,https://api.spotify.com/v1/tracks/4phawbfXzefZsOpLTavUin,https://api.spotify.com/v1/audio-analysis/4phawbfXzefZsOpLTavUin,419000,4
It's A Shame*Psyche/BFC,0.598,0.588,7,-13.889,1,0.036,0.000932,0.84,0.108,0.271,110.484,audio_features,6aMinFBDNcEjXzcdlLa3YZ,spotify:track:6aMinFBDNcEjXzcdlLa3YZ,https://api.spotify.com/v1/tracks/6aMinFBDNcEjXzcdlLa3YZ,https://api.spotify.com/v1/audio-analysis/6aMinFBDNcEjXzcdlLa3YZ,339500,4
Heychild's Theme*Heychild,0.789,0.797,1,-14.581,1,0.0488,0.000149,0.832,0.0324,0.575,127.872,audio_features,0V7NemULR8Gl5k1VDS0rj5,spotify:track:0V7NemULR8Gl5k1VDS0rj5,https://api.spotify.com/v1/tracks/0V7NemULR8Gl5k1VDS0rj5,https://api.spotify.com/v1/audio-analysis/0V7NemULR8Gl5k1VDS0rj5,370667,4
Oscillator*Paperclip People,0.756,0.843,2,-6.959,1,0.0413,0.0308,0.715,0.239,0.119,120.579,audio_features,5ClOJsWqC8hl6v0oTP391s,spotify:track:5ClOJsWqC8hl6v0oTP391s,https://api.spotify.com/v1/tracks/5ClOJsWqC8hl6v0oTP391s,https://api.spotify.com/v1/audio-analysis/5ClOJsWqC8hl6v0oTP391s,399000,4
Nurture*LFO,0.401,0.914,8,-12.14,0,0.0592,0.00402,0.00416,0.032,0.474,128.168,audio_features,6KuR7DUky77EgMobdH5DSW,spotify:track:6KuR7DUky77EgMobdH5DSW,https://api.spotify.com/v1/tracks/6KuR7DUky77EgMobdH5DSW,https://api.spotify.com/v1/audio-analysis/6KuR7DUky77EgMobdH5DSW,245573,4
Ladies And Gentlemen*69,0.679,0.721,7,-13.707,0,0.0388,0.000203,0.852,0.316,0.156,130.555,audio_features,1apXSWFYJjg9z5rjrRyvZk,spotify:track:1apXSWFYJjg9z5rjrRyvZk,https://api.spotify.com/v1/tracks/1apXSWFYJjg9z5rjrRyvZk,https://api.spotify.com/v1/audio-analysis/1apXSWFYJjg9z5rjrRyvZk,478986,4
Die Kosmischen Kuriere*3MB,0.63,0.706,0,-10.787,1,0.0483,0.00252,0.256,0.0794,0.761,127.005,audio_features,71uWqG4BpaeKThLRpAKN9p,spotify:track:71uWqG4BpaeKThLRpAKN9p,https://api.spotify.com/v1/tracks/71uWqG4BpaeKThLRpAKN9p,https://api.spotify.com/v1/audio-analysis/71uWqG4BpaeKThLRpAKN9p,328150,4
Jazz Is the Teacher - Magic Juan Edit*3MB,0.699,0.876,1,-10.539,1,0.0432,0.0279,0.646,0.558,0.567,136.916,audio_features,4zDmVNxz1t4zwHqasJt8LT,spotify:track:4zDmVNxz1t4zwHqasJt8LT,https://api.spotify.com/v1/tracks/4zDmVNxz1t4zwHqasJt8LT,https://api.spotify.com/v1/audio-analysis/4zDmVNxz1t4zwHqasJt8LT,579524,4
Serena X - Innerzone Mix*Yennek,0.553,0.734,1,-12.737,1,0.0391,6.81e-05,0.884,0.112,0.76,126.847,audio_features,4W0qbDQZycQ2Kuv93OVOGG,spotify:track:4W0qbDQZycQ2Kuv93OVOGG,https://api.spotify.com/v1/tracks/4W0qbDQZycQ2Kuv93OVOGG,https://api.spotify.com/v1/audio-analysis/4W0qbDQZycQ2Kuv93OVOGG,363504,4
Flash*Fix,0.711,0.963,0,-4.437,1,0.0597,0.00608,0.00314,0.348,0.752,136.351,audio_features,2wJLIVAxkDBl1S85VALPQz,spotify:track:2wJLIVAxkDBl1S85VALPQz,https://api.spotify.com/v1/tracks/2wJLIVAxkDBl1S85VALPQz,https://api.spotify.com/v1/audio-analysis/2wJLIVAxkDBl1S85VALPQz,366241,4
Lust*Dave Angel,0.578,0.927,1,-10.286,1,0.0471,0.00414,0.934,0.0994,0.808,134.198,audio_features,7tFwn49xxWWIyqH52C02ur,spotify:track:7tFwn49xxWWIyqH52C02ur,https://api.spotify.com/v1/tracks/7tFwn49xxWWIyqH52C02ur,https://api.spotify.com/v1/audio-analysis/7tFwn49xxWWIyqH52C02ur,333360,4
Object Code*Ismistik,0.779,0.926,3,-16.804,0,0.0641,0.00773,0.876,0.0903,0.607,128.263,audio_features,3iDWdREBMAhv6Iu7WTVbVb,spotify:track:3iDWdREBMAhv6Iu7WTVbVb,https://api.spotify.com/v1/tracks/3iDWdREBMAhv6Iu7WTVbVb,https://api.spotify.com/v1/audio-analysis/3iDWdREBMAhv6Iu7WTVbVb,285295,4
Domina - Carl Craig's Mind Mix*Maurizio,0.581,0.649,8,-12.962,1,0.0404,0.000237,0.729,0.295,0.256,127.052,audio_features,4vWBxGYvD7TdCvzYtWg4f7,spotify:track:4vWBxGYvD7TdCvzYtWg4f7,https://api.spotify.com/v1/tracks/4vWBxGYvD7TdCvzYtWg4f7,https://api.spotify.com/v1/audio-analysis/4vWBxGYvD7TdCvzYtWg4f7,648430,4
Journey of the Dragons*Galaxy 2 Galaxy,0.277,0.588,6,-20.302,0,0.0544,0.121,0.929,0.192,0.635,86.986,audio_features,49wOiWUVuxsKdvW2KVTDBV,spotify:track:49wOiWUVuxsKdvW2KVTDBV,https://api.spotify.com/v1/tracks/49wOiWUVuxsKdvW2KVTDBV,https://api.spotify.com/v1/audio-analysis/49wOiWUVuxsKdvW2KVTDBV,403693,5
Star Sailing*Galaxy 2 Galaxy,0.593,0.779,11,-12.563,0,0.0419,0.00151,0.781,0.149,0.519,125.071,audio_features,78u4errSiEmxrmakIwJQer,spotify:track:78u4errSiEmxrmakIwJQer,https://api.spotify.com/v1/tracks/78u4errSiEmxrmakIwJQer,https://api.spotify.com/v1/audio-analysis/78u4errSiEmxrmakIwJQer,391707,4
Icon - Montage Mix*Derrick May,0.414,0.807,2,-10.224,1,0.0579,0.0432,0.755,0.103,0.815,130.351,audio_features,1V0DdpDU9Y2w4lZ2k3Q3MM,spotify:track:1V0DdpDU9Y2w4lZ2k3Q3MM,https://api.spotify.com/v1/tracks/1V0DdpDU9Y2w4lZ2k3Q3MM,https://api.spotify.com/v1/audio-analysis/1V0DdpDU9Y2w4lZ2k3Q3MM,528493,4
Forever Monna*Chez Damier,0.667,0.985,8,-5.037,0,0.0384,0.883,0.943,0.131,0.281,121.986,audio_features,03Z9FKjsOaDy6DpgLhBB2E,spotify:track:03Z9FKjsOaDy6DpgLhBB2E,https://api.spotify.com/v1/tracks/03Z9FKjsOaDy6DpgLhBB2E,https://api.spotify.com/v1/audio-analysis/03Z9FKjsOaDy6DpgLhBB2E,306027,4
Neurotic Behavior*Psyche/BFC,0.727,0.698,10,-5.514,0,0.0595,0.857,0.931,0.213,0.269,109.486,audio_features,3USTm2BSnvjygmzWRb2vlr,spotify:track:3USTm2BSnvjygmzWRb2vlr,https://api.spotify.com/v1/tracks/3USTm2BSnvjygmzWRb2vlr,https://api.spotify.com/v1/audio-analysis/3USTm2BSnvjygmzWRb2vlr,461999,4
Chicken Noodle Soup*Psyche/BFC,0.65,0.733,1,-6.191,1,0.0368,0.0373,0.772,0.315,0.185,131.926,audio_features,2GUR6Oco5ZbUuJd9xVdmtE,spotify:track:2GUR6Oco5ZbUuJd9xVdmtE,https://api.spotify.com/v1/tracks/2GUR6Oco5ZbUuJd9xVdmtE,https://api.spotify.com/v1/audio-analysis/2GUR6Oco5ZbUuJd9xVdmtE,393500,4
Scattered Thoughts - Original 1993 Detroit Version*Separate Minds,0.672,0.964,2,-7.285,1,0.0428,4.29e-06,0.936,0.0471,0.501,130.081,audio_features,0wXFRN7fhZbABW1ARD296i,spotify:track:0wXFRN7fhZbABW1ARD296i,https://api.spotify.com/v1/tracks/0wXFRN7fhZbABW1ARD296i,https://api.spotify.com/v1/audio-analysis/0wXFRN7fhZbABW1ARD296i,307927,4
Time Space*AUX88,0.743,0.598,1,-13.375,0,0.045,0.00105,0.856,0.115,0.0794,126.743,audio_features,0mG1TUYX5hac4zKpT2Uybv,spotify:track:0mG1TUYX5hac4zKpT2Uybv,https://api.spotify.com/v1/tracks/0mG1TUYX5hac4zKpT2Uybv,https://api.spotify.com/v1/audio-analysis/0mG1TUYX5hac4zKpT2Uybv,322893,4
Endless Emotions*Dave Angel,0.602,0.844,3,-9.08,0,0.0464,0.639,0.907,0.11,0.206,136.022,audio_features,16Q0kCnjETmwAuDqGyZNBz,spotify:track:16Q0kCnjETmwAuDqGyZNBz,https://api.spotify.com/v1/tracks/16Q0kCnjETmwAuDqGyZNBz,https://api.spotify.com/v1/audio-analysis/16Q0kCnjETmwAuDqGyZNBz,399027,4
It's in the Hands*Florence,0.69,0.508,6,-12.913,1,0.0465,0.265,0.0955,0.141,0.398,119.986,audio_features,0B35LqXoIPWVFI8u5JVxpG,spotify:track:0B35LqXoIPWVFI8u5JVxpG,https://api.spotify.com/v1/tracks/0B35LqXoIPWVFI8u5JVxpG,https://api.spotify.com/v1/audio-analysis/0B35LqXoIPWVFI8u5JVxpG,384067,3
Microlvr*69,0.654,0.717,0,-12.9,0,0.0726,0.0309,0.939,0.095,0.159,124.935,audio_features,0brLCclw2p4Z8VRiN9yhsT,spotify:track:0brLCclw2p4Z8VRiN9yhsT,https://api.spotify.com/v1/tracks/0brLCclw2p4Z8VRiN9yhsT,https://api.spotify.com/v1/audio-analysis/0brLCclw2p4Z8VRiN9yhsT,509911,4
Do Ya - Carl Craig Remix*Inner City,0.928,0.779,0,-10.719,1,0.303,0.16,2.13e-05,0.0452,0.257,125.104,audio_features,3bI6fCXNUBsiltNAsl4ZnB,spotify:track:3bI6fCXNUBsiltNAsl4ZnB,https://api.spotify.com/v1/tracks/3bI6fCXNUBsiltNAsl4ZnB,https://api.spotify.com/v1/audio-analysis/3bI6fCXNUBsiltNAsl4ZnB,273667,4
Matter of Sound*Planetary,0.69,0.986,1,-5.044,0,0.0693,0.0123,0.801,0.158,0.484,129.832,audio_features,6DJlI32fnbJjJCU1aSmOaH,spotify:track:6DJlI32fnbJjJCU1aSmOaH,https://api.spotify.com/v1/tracks/6DJlI32fnbJjJCU1aSmOaH,https://api.spotify.com/v1/audio-analysis/6DJlI32fnbJjJCU1aSmOaH,349899,4
Crystal*2000 And One,0.717,0.845,9,-9.504,0,0.0496,0.61,0.425,0.0558,0.534,125.042,audio_features,1xuiTiOwkr6H3trboslJQm,spotify:track:1xuiTiOwkr6H3trboslJQm,https://api.spotify.com/v1/tracks/1xuiTiOwkr6H3trboslJQm,https://api.spotify.com/v1/audio-analysis/1xuiTiOwkr6H3trboslJQm,399557,4
No More Video*Terrace,0.683,0.467,10,-20.718,0,0.0921,6.66e-05,0.917,0.0348,0.767,130.861,audio_features,1vrnbCod2QHIWVeWMxqSKs,spotify:track:1vrnbCod2QHIWVeWMxqSKs,https://api.spotify.com/v1/tracks/1vrnbCod2QHIWVeWMxqSKs,https://api.spotify.com/v1/audio-analysis/1vrnbCod2QHIWVeWMxqSKs,363214,4
Inner City Life*Goldie,0.522,0.848,7,-8.282,1,0.0863,0.00265,0.265,0.0952,0.114,154.972,audio_features,0O7xFEqePrcTUgOi4qe0uB,spotify:track:0O7xFEqePrcTUgOi4qe0uB,https://api.spotify.com/v1/tracks/0O7xFEqePrcTUgOi4qe0uB,https://api.spotify.com/v1/audio-analysis/0O7xFEqePrcTUgOi4qe0uB,420267,4
"Starchild*Martian, The",0.68,0.997,2,-7.066,1,0.0527,0.252,0.867,0.384,0.864,137.099,audio_features,3yugDfQABGE1RLYJM01Xzm,spotify:track:3yugDfQABGE1RLYJM01Xzm,https://api.spotify.com/v1/tracks/3yugDfQABGE1RLYJM01Xzm,https://api.spotify.com/v1/audio-analysis/3yugDfQABGE1RLYJM01Xzm,196947,4
Wavejumper - Aqualung Version*Drexciya,0.69,0.978,7,-6.515,1,0.078,0.000467,0.886,0.0547,0.33,128.127,audio_features,3kxQJ4CJGEqsmavvGRR4Ok,spotify:track:3kxQJ4CJGEqsmavvGRR4Ok,https://api.spotify.com/v1/tracks/3kxQJ4CJGEqsmavvGRR4Ok,https://api.spotify.com/v1/audio-analysis/3kxQJ4CJGEqsmavvGRR4Ok,291928,4
Mind Of A Machine*Carl Craig,0.447,0.684,5,-11.158,0,0.0399,0.000556,0.882,0.189,0.197,149.996,audio_features,5CSKY3YolrlVBAwr63dnEQ,spotify:track:5CSKY3YolrlVBAwr63dnEQ,https://api.spotify.com/v1/tracks/5CSKY3YolrlVBAwr63dnEQ,https://api.spotify.com/v1/audio-analysis/5CSKY3YolrlVBAwr63dnEQ,417093,4
Technology*Carl Craig,0.724,0.551,10,-11.679,0,0.0709,0.00489,0.114,0.097,0.558,128.006,audio_features,5y6CiuvMa8yJpIGIIJy7M4,spotify:track:5y6CiuvMa8yJpIGIIJy7M4,https://api.spotify.com/v1/tracks/5y6CiuvMa8yJpIGIIJy7M4,https://api.spotify.com/v1/audio-analysis/5y6CiuvMa8yJpIGIIJy7M4,412800,4
Einbahn*Carl Craig,0.321,0.849,8,-10.148,1,0.117,0.0241,0.701,0.0955,0.368,173.836,audio_features,5HqnROITzWgfI4DdLHVF3P,spotify:track:5HqnROITzWgfI4DdLHVF3P,https://api.spotify.com/v1/tracks/5HqnROITzWgfI4DdLHVF3P,https://api.spotify.com/v1/audio-analysis/5HqnROITzWgfI4DdLHVF3P,329333,5
Home Entertainment*Carl Craig,0.497,0.681,8,-10.792,1,0.0563,0.0137,0.888,0.0712,0.184,109.018,audio_features,4YniE9YUFIrGwzsFKIArw5,spotify:track:4YniE9YUFIrGwzsFKIArw5,https://api.spotify.com/v1/tracks/4YniE9YUFIrGwzsFKIArw5,https://api.spotify.com/v1/audio-analysis/4YniE9YUFIrGwzsFKIArw5,344200,4
Phantom Power*AUX88,0.724,0.431,9,-9.857,0,0.0398,0.000354,0.702,0.298,0.373,130.031,audio_features,1qyZPpkQdt3d0rqwGcsU3X,spotify:track:1qyZPpkQdt3d0rqwGcsU3X,https://api.spotify.com/v1/tracks/1qyZPpkQdt3d0rqwGcsU3X,https://api.spotify.com/v1/audio-analysis/1qyZPpkQdt3d0rqwGcsU3X,472227,4
Journey Home*Drexciya,0.75,0.676,1,-10.783,1,0.0466,0.000533,0.883,0.0556,0.943,129.689,audio_features,0S6SYhqNVAq4xKZRSGLMkb,spotify:track:0S6SYhqNVAq4xKZRSGLMkb,https://api.spotify.com/v1/tracks/0S6SYhqNVAq4xKZRSGLMkb,https://api.spotify.com/v1/audio-analysis/0S6SYhqNVAq4xKZRSGLMkb,291206,4
Time Tunnel*Elecktroids,0.81,0.915,11,-12.515,1,0.0566,0.229,0.875,0.121,0.721,113.469,audio_features,4i7P5ifcyOfhGetlCN23w3,spotify:track:4i7P5ifcyOfhGetlCN23w3,https://api.spotify.com/v1/tracks/4i7P5ifcyOfhGetlCN23w3,https://api.spotify.com/v1/audio-analysis/4i7P5ifcyOfhGetlCN23w3,241714,4
The Gateway*Optic Nerve,0.708,0.77,8,-6.564,0,0.0421,0.000753,0.889,0.0866,0.212,122.042,audio_features,3RZLzMPVaVFZKGV3NTsStE,spotify:track:3RZLzMPVaVFZKGV3NTsStE,https://api.spotify.com/v1/tracks/3RZLzMPVaVFZKGV3NTsStE,https://api.spotify.com/v1/audio-analysis/3RZLzMPVaVFZKGV3NTsStE,412250,4
Earth & Nightfall*John Beltran,0.437,0.621,5,-15.601,1,0.0507,0.0607,0.882,0.0333,0.389,130.085,audio_features,5Fhp5Ik4XkcI96lBXePnTN,spotify:track:5Fhp5Ik4XkcI96lBXePnTN,https://api.spotify.com/v1/tracks/5Fhp5Ik4XkcI96lBXePnTN,https://api.spotify.com/v1/audio-analysis/5Fhp5Ik4XkcI96lBXePnTN,288867,4
Mutualism*John Beltran,0.674,0.471,3,-17.026,0,0.0394,0.0742,0.437,0.181,0.161,124.013,audio_features,1hHbrk7oOQKgqYXNZ2NyAF,spotify:track:1hHbrk7oOQKgqYXNZ2NyAF,https://api.spotify.com/v1/tracks/1hHbrk7oOQKgqYXNZ2NyAF,https://api.spotify.com/v1/audio-analysis/1hHbrk7oOQKgqYXNZ2NyAF,302200,4
Anticipation*John Beltran,0.255,0.487,6,-11.875,1,0.0347,0.202,0.0193,0.276,0.0375,116.302,audio_features,3yT5YxDiRFlHV8FLdHmzHT,spotify:track:3yT5YxDiRFlHV8FLdHmzHT,https://api.spotify.com/v1/tracks/3yT5YxDiRFlHV8FLdHmzHT,https://api.spotify.com/v1/audio-analysis/3yT5YxDiRFlHV8FLdHmzHT,258600,4
Aquatic*John Beltran,0.618,0.606,4,-13.793,0,0.0425,0.122,0.846,0.348,0.36,125.24,audio_features,2UsmV0cqN5wbihkXzsq39u,spotify:track:2UsmV0cqN5wbihkXzsq39u,https://api.spotify.com/v1/tracks/2UsmV0cqN5wbihkXzsq39u,https://api.spotify.com/v1/audio-analysis/2UsmV0cqN5wbihkXzsq39u,385400,4
Starlight*Model 500,0.9,0.367,11,-16.935,1,0.177,0.00482,0.857,0.0835,0.386,127.02,audio_features,7Lrva3SBOk7DaB84VOpzKe,spotify:track:7Lrva3SBOk7DaB84VOpzKe,https://api.spotify.com/v1/tracks/7Lrva3SBOk7DaB84VOpzKe,https://api.spotify.com/v1/audio-analysis/7Lrva3SBOk7DaB84VOpzKe,386387,4
Amazing Discoveries*Move D,0.666,0.516,7,-10.709,1,0.0386,0.232,0.749,0.11,0.356,111.011,audio_features,2Xb6DCSZoRMcb5edhi2RH3,spotify:track:2Xb6DCSZoRMcb5edhi2RH3,https://api.spotify.com/v1/tracks/2Xb6DCSZoRMcb5edhi2RH3,https://api.spotify.com/v1/audio-analysis/2Xb6DCSZoRMcb5edhi2RH3,512349,4
Bump*Dave Angel,0.78,0.95,4,-7.801,0,0.0775,0.017,0.885,0.0642,0.75,134.95,audio_features,0wKLSYCdqIahWMExGrNKiL,spotify:track:0wKLSYCdqIahWMExGrNKiL,https://api.spotify.com/v1/tracks/0wKLSYCdqIahWMExGrNKiL,https://api.spotify.com/v1/audio-analysis/0wKLSYCdqIahWMExGrNKiL,346160,4
Rudiments*Dave Angel,0.369,0.42,9,-13.56,0,0.0364,0.19,0.789,0.0663,0.685,110.386,audio_features,7Jg8PUFkywWDbKrGEft83B,spotify:track:7Jg8PUFkywWDbKrGEft83B,https://api.spotify.com/v1/tracks/7Jg8PUFkywWDbKrGEft83B,https://api.spotify.com/v1/audio-analysis/7Jg8PUFkywWDbKrGEft83B,309160,4
X-Tracks*Sterac,0.763,0.651,4,-13.485,0,0.0463,0.000291,0.9,0.0719,0.167,133.418,audio_features,5Ss1ronzPN7FIcjsathvs3,spotify:track:5Ss1ronzPN7FIcjsathvs3,https://api.spotify.com/v1/tracks/5Ss1ronzPN7FIcjsathvs3,https://api.spotify.com/v1/audio-analysis/5Ss1ronzPN7FIcjsathvs3,428473,4
K-1 Agenda - Vocal Mix*K-1,0.79,0.764,11,-7.43,0,0.0591,0.000354,0.526,0.0607,0.516,135.034,audio_features,71IzGRrLcVvZtYBngVwSe2,spotify:track:71IzGRrLcVvZtYBngVwSe2,https://api.spotify.com/v1/tracks/71IzGRrLcVvZtYBngVwSe2,https://api.spotify.com/v1/audio-analysis/71IzGRrLcVvZtYBngVwSe2,327253,4
Shove Piggy Shove*LFO,0.42,0.489,2,-12.284,1,0.05,0.082,0.717,0.106,0.445,98.252,audio_features,01jvJsXAHxhJqAIMAEIkxa,spotify:track:01jvJsXAHxhJqAIMAEIkxa,https://api.spotify.com/v1/tracks/01jvJsXAHxhJqAIMAEIkxa,https://api.spotify.com/v1/audio-analysis/01jvJsXAHxhJqAIMAEIkxa,259813,1
Airport Martini*Dan Curtin,0.646,0.942,8,-6.433,1,0.0678,0.102,0.899,0.11,0.161,127.866,audio_features,2uzPbsXoehJukzRhlLlp4o,spotify:track:2uzPbsXoehJukzRhlLlp4o,https://api.spotify.com/v1/tracks/2uzPbsXoehJukzRhlLlp4o,https://api.spotify.com/v1/audio-analysis/2uzPbsXoehJukzRhlLlp4o,496280,4
Shapes - Original Mix (2021 Remaster)*100Hz,0.631,0.823,7,-8.741,1,0.0808,0.0372,0.00428,0.132,0.783,134.82,audio_features,0k6sL1jeLDunpDwNUS0Pgm,spotify:track:0k6sL1jeLDunpDwNUS0Pgm,https://api.spotify.com/v1/tracks/0k6sL1jeLDunpDwNUS0Pgm,https://api.spotify.com/v1/audio-analysis/0k6sL1jeLDunpDwNUS0Pgm,390625,4
Televised Green Smoke*Carl Craig,0.708,0.448,0,-13.805,0,0.056,0.00107,0.906,0.145,0.741,121.019,audio_features,0m1HUOFQv9KYysDy08jK7r,spotify:track:0m1HUOFQv9KYysDy08jK7r,https://api.spotify.com/v1/tracks/0m1HUOFQv9KYysDy08jK7r,https://api.spotify.com/v1/audio-analysis/0m1HUOFQv9KYysDy08jK7r,375893,4
Pressure (Laurent Garnier remix)*Gilb'r,0.727,0.653,10,-11.962,0,0.0639,0.0175,0.77,0.0878,0.16,134.042,audio_features,55Ib2t9YYs6epqwZQNkQnb,spotify:track:55Ib2t9YYs6epqwZQNkQnb,https://api.spotify.com/v1/tracks/55Ib2t9YYs6epqwZQNkQnb,https://api.spotify.com/v1/audio-analysis/55Ib2t9YYs6epqwZQNkQnb,508013,4
on - ian o'brien mix*Rei Harakami,0.563,0.901,7,-11.797,1,0.12,0.103,0.892,0.131,0.74,127.808,audio_features,4aoKf8cv00xCfS3AGRbKOS,spotify:track:4aoKf8cv00xCfS3AGRbKOS,https://api.spotify.com/v1/tracks/4aoKf8cv00xCfS3AGRbKOS,https://api.spotify.com/v1/audio-analysis/4aoKf8cv00xCfS3AGRbKOS,387307,4
rainbow city*micronism,0.801,0.832,9,-9.137,0,0.0499,0.0355,0.565,0.143,0.562,119.381,audio_features,1fdCq3vRB9Z9PnrODDwFwR,spotify:track:1fdCq3vRB9Z9PnrODDwFwR,https://api.spotify.com/v1/tracks/1fdCq3vRB9Z9PnrODDwFwR,https://api.spotify.com/v1/audio-analysis/1fdCq3vRB9Z9PnrODDwFwR,219426,4
Out Of The Storm - C's Planet E Special Mix*Incognito,0.694,0.444,4,-9.656,0,0.0396,0.0101,0.593,0.109,0.385,104.178,audio_features,2d03giVhJ2qwNBCoO3rk0f,spotify:track:2d03giVhJ2qwNBCoO3rk0f,https://api.spotify.com/v1/tracks/2d03giVhJ2qwNBCoO3rk0f,https://api.spotify.com/v1/audio-analysis/2d03giVhJ2qwNBCoO3rk0f,640267,4
Funk Release Valve*Drexciya,0.814,0.579,10,-8.798,0,0.118,0.0231,0.929,0.0755,0.591,66.037,audio_features,1jkXIzLYLrr7lZBvM7ghSs,spotify:track:1jkXIzLYLrr7lZBvM7ghSs,https://api.spotify.com/v1/tracks/1jkXIzLYLrr7lZBvM7ghSs,https://api.spotify.com/v1/audio-analysis/1jkXIzLYLrr7lZBvM7ghSs,188813,4
Organic Hydropoly Spores*Drexciya,0.534,0.843,10,-8.538,0,0.0531,0.118,0.936,0.108,0.909,102.935,audio_features,7BSzW1WmuHEHrAcfcYkd40,spotify:track:7BSzW1WmuHEHrAcfcYkd40,https://api.spotify.com/v1/tracks/7BSzW1WmuHEHrAcfcYkd40,https://api.spotify.com/v1/audio-analysis/7BSzW1WmuHEHrAcfcYkd40,129200,4
C to the Power of X+C to the Power of X=unknown*Drexciya,0.248,0.294,3,-11.202,0,0.035,0.00124,0.192,0.241,0.223,130.749,audio_features,7ncEumSKSCgyi1p5Mq0iRt,spotify:track:7ncEumSKSCgyi1p5Mq0iRt,https://api.spotify.com/v1/tracks/7ncEumSKSCgyi1p5Mq0iRt,https://api.spotify.com/v1/audio-analysis/7ncEumSKSCgyi1p5Mq0iRt,158120,4
Japanese Animation*Japanese Telecom,0.774,0.79,7,-5.928,1,0.0512,0.0917,0.917,0.336,0.777,124.875,audio_features,495xaJRHkkOgSEE2x9dceS,spotify:track:495xaJRHkkOgSEE2x9dceS,https://api.spotify.com/v1/tracks/495xaJRHkkOgSEE2x9dceS,https://api.spotify.com/v1/audio-analysis/495xaJRHkkOgSEE2x9dceS,211463,4
Character Maps*Japanese Telecom,0.776,0.728,10,-7.45,0,0.11,0.00054,0.95,0.0483,0.855,138.381,audio_features,7uLVKFzoVbhKKfDXaCf2Jk,spotify:track:7uLVKFzoVbhKKfDXaCf2Jk,https://api.spotify.com/v1/tracks/7uLVKFzoVbhKKfDXaCf2Jk,https://api.spotify.com/v1/audio-analysis/7uLVKFzoVbhKKfDXaCf2Jk,224168,4
Blakula*Innerzone Orchestra,0.648,0.296,7,-19.184,1,0.0439,0.395,0.781,0.092,0.191,116.002,audio_features,3jnWdaOi84XsQKD7pqWwJt,spotify:track:3jnWdaOi84XsQKD7pqWwJt,https://api.spotify.com/v1/tracks/3jnWdaOi84XsQKD7pqWwJt,https://api.spotify.com/v1/audio-analysis/3jnWdaOi84XsQKD7pqWwJt,544000,4
Get There Tonight*Recloose,0.793,0.89,10,-7.361,0,0.048,0.0196,0.651,0.557,0.709,125.023,audio_features,05eHRBAlj0J6YOBtild6B4,spotify:track:05eHRBAlj0J6YOBtild6B4,https://api.spotify.com/v1/tracks/05eHRBAlj0J6YOBtild6B4,https://api.spotify.com/v1/audio-analysis/05eHRBAlj0J6YOBtild6B4,357840,4
Infophysix*Dopplereffekt,0.805,0.645,10,-13.751,0,0.152,0.075,0.872,0.0825,0.938,119.49,audio_features,1UeAwbA1qkCnl6MUFquh9H,spotify:track:1UeAwbA1qkCnl6MUFquh9H,https://api.spotify.com/v1/tracks/1UeAwbA1qkCnl6MUFquh9H,https://api.spotify.com/v1/audio-analysis/1UeAwbA1qkCnl6MUFquh9H,236867,4
Knights of the Jaguar*DJ Rolando,0.679,0.915,2,-6.811,0,0.0411,0.00698,0.858,0.159,0.754,137.668,audio_features,3xxARypr8NdEMesYUHSsGK,spotify:track:3xxARypr8NdEMesYUHSsGK,https://api.spotify.com/v1/tracks/3xxARypr8NdEMesYUHSsGK,https://api.spotify.com/v1/audio-analysis/3xxARypr8NdEMesYUHSsGK,397000,4
Earthtones*Indio,0.444,0.849,1,-8.296,1,0.0304,0.213,0.761,0.12,0.625,145.089,audio_features,61gAtKA0qXrtQZ07vucVvJ,spotify:track:61gAtKA0qXrtQZ07vucVvJ,https://api.spotify.com/v1/tracks/61gAtKA0qXrtQZ07vucVvJ,https://api.spotify.com/v1/audio-analysis/61gAtKA0qXrtQZ07vucVvJ,523800,4
Interzone - Ian O'Brien Remix*Akasha,0.546,0.868,7,-7.432,1,0.0474,0.0379,0.799,0.0773,0.559,105.972,audio_features,04ugfgMubGxsNoEvvk3QCr,spotify:track:04ugfgMubGxsNoEvvk3QCr,https://api.spotify.com/v1/tracks/04ugfgMubGxsNoEvvk3QCr,https://api.spotify.com/v1/audio-analysis/04ugfgMubGxsNoEvvk3QCr,586133,3
